GAME_ID,GAME_DATE,MATCHUP,WL,PTS,PLUS_MINUS,TEAM,OPPONENT
0021500064,2015-11-04,HOU vs. ORL,W,119,5,HOU,ORL
0021500068,2015-11-04,UTA vs. POR,L,92,-16,UTA,POR
0021500061,2015-11-04,WAS vs. SAS,W,102,3,WAS,SAS
0021500066,2015-11-04,OKC vs. TOR,L,98,-5,OKC,TOR
0021500065,2015-11-04,MIL vs. PHI,W,91,4,MIL,PHI
0021500062,2015-11-04,ATL vs. BKN,W,101,14,ATL,BKN
0021500071,2015-11-05,MIN vs. MIA,L,84,-12,MIN,MIA
0021500073,2015-11-05,DEN vs. UTA,L,84,-12,DEN,UTA
0021500074,2015-11-05,POR vs. MEM,W,115,19,POR,MEM
0021500072,2015-11-05,DAL vs. CHA,L,94,-14,DAL,CHA
0021500070,2015-11-05,CHI vs. OKC,W,104,6,CHI,OKC
0021500077,2015-11-06,BKN vs. LAL,L,98,-6,BKN,LAL
0021500081,2015-11-06,NOP vs. ATL,L,115,-6,NOP,ATL
0021500078,2015-11-06,CLE vs. PHI,W,108,6,CLE,PHI
0021500079,2015-11-06,NYK vs. MIL,L,92,-7,NYK,MIL
0021500075,2015-11-06,ORL vs. TOR,W,92,5,ORL,TOR
0021500080,2015-11-06,IND vs. MIA,W,90,3,IND,MIA
0021500083,2015-11-06,GSW vs. DEN,W,119,15,GSW,DEN
0021500076,2015-11-06,BOS vs. WAS,W,118,20,BOS,WAS
0021500082,2015-11-06,PHX vs. DET,L,92,-8,PHX,DET
0021500084,2015-11-06,SAC vs. HOU,L,110,-6,SAC,HOU
0021500092,2015-11-07,SAC vs. GSW,L,94,-9,SAC,GSW
0021500086,2015-11-07,ATL vs. WAS,W,114,15,ATL,WAS
0021500090,2015-11-07,SAS vs. CHA,W,114,20,SAS,CHA
0021500085,2015-11-07,CHI vs. MIN,L,93,-9,CHI,MIN
0021500093,2015-11-07,LAC vs. HOU,L,105,-4,LAC,HOU
0021500087,2015-11-07,PHI vs. ORL,L,97,-8,PHI,ORL
0021500089,2015-11-07,MIL vs. BKN,W,94,8,MIL,BKN
0021500088,2015-11-07,DAL vs. NOP,W,107,9,DAL,NOP
0021500091,2015-11-07,UTA vs. MEM,W,89,10,UTA,MEM
0021500096,2015-11-08,MIA vs. TOR,W,96,20,MIA,TOR
0021500097,2015-11-08,OKC vs. PHX,W,124,21,OKC,PHX
0021500095,2015-11-08,NYK vs. LAL,W,99,4,NYK,LAL
0021500094,2015-11-08,CLE vs. IND,W,101,4,CLE,IND
0021500098,2015-11-08,POR vs. DET,L,103,-17,POR,DET
0021500103,2015-11-09,SAC vs. SAS,L,88,-18,SAC,SAS
0021500100,2015-11-09,PHI vs. CHI,L,88,-23,PHI,CHI
0021500105,2015-11-09,LAC vs. MEM,W,94,2,LAC,MEM
0021500099,2015-11-09,IND vs. ORL,W,97,13,IND,ORL
0021500102,2015-11-09,DEN vs. POR,W,108,4,DEN,POR
0021500104,2015-11-09,GSW vs. DET,W,109,14,GSW,DET
0021500101,2015-11-09,ATL vs. MIN,L,107,-10,ATL,MIN
0021500111,2015-11-10,MIN vs. CHA,L,95,-9,MIN,CHA
0021500108,2015-11-10,MIA vs. LAL,W,101,13,MIA,LAL
0021500109,2015-11-10,TOR vs. NYK,L,109,-2,TOR,NYK
0021500110,2015-11-10,MIL vs. BOS,L,83,-16,MIL,BOS
0021500107,2015-11-10,WAS vs. OKC,L,101,-24,WAS,OKC
0021500106,2015-11-10,CLE vs. UTA,W,118,4,CLE,UTA
0021500112,2015-11-10,NOP vs. DAL,W,120,15,NOP,DAL
0021500120,2015-11-11,MEM vs. GSW,L,84,-16,MEM,GSW
0021500117,2015-11-11,ATL vs. NOP,W,106,8,ATL,NOP
0021500118,2015-11-11,DAL vs. LAC,W,118,10,DAL,LAC
0021500114,2015-11-11,ORL vs. LAL,W,101,2,ORL,LAL
0021500121,2015-11-11,DEN vs. MIL,W,103,1,DEN,MIL
0021500113,2015-11-11,CHA vs. NYK,W,95,2,CHA,NYK
0021500123,2015-11-11,POR vs. SAS,L,101,-12,POR,SAS
0021500115,2015-11-11,PHI vs. TOR,L,103,-16,PHI,TOR
0021500116,2015-11-11,BOS vs. IND,L,91,-11,BOS,IND
0021500119,2015-11-11,HOU vs. BKN,L,98,-8,HOU,BKN
0021500122,2015-11-11,SAC vs. DET,W,101,9,SAC,DET
0021500124,2015-11-12,MIA vs. UTA,W,92,1,MIA,UTA
0021500126,2015-11-12,PHX vs. LAC,W,118,14,PHX,LAC
0021500125,2015-11-12,MIN vs. GSW,L,116,-13,MIN,GSW
0021500132,2015-11-13,CHI vs. CHA,W,102,5,CHI,CHA
0021500129,2015-11-13,BOS vs. ATL,W,106,13,BOS,ATL
0021500136,2015-11-13,DEN vs. HOU,W,107,9,DEN,HOU
0021500134,2015-11-13,OKC vs. PHI,W,102,17,OKC,PHI
0021500130,2015-11-13,NYK vs. CLE,L,84,-6,NYK,CLE
0021500128,2015-11-13,ORL vs. UTA,W,102,9,ORL,UTA
0021500133,2015-11-13,MEM vs. POR,W,101,1,MEM,POR
0021500135,2015-11-13,DAL vs. LAL,W,90,8,DAL,LAL
0021500127,2015-11-13,IND vs. MIN,W,107,4,IND,MIN
0021500131,2015-11-13,TOR vs. NOP,W,100,19,TOR,NOP
0021500137,2015-11-13,SAC vs. BKN,W,111,2,SAC,BKN
0021500144,2015-11-14,GSW vs. BKN,W,107,8,GSW,BKN
0021500139,2015-11-14,WAS vs. ORL,W,108,9,WAS,ORL
0021500143,2015-11-14,PHX vs. DEN,W,105,24,PHX,DEN
0021500138,2015-11-14,LAC vs. DET,W,101,5,LAC,DET
0021500141,2015-11-14,MIL vs. CLE,W,108,3,MIL,CLE
0021500140,2015-11-14,HOU vs. DAL,L,98,-12,HOU,DAL
0021500142,2015-11-14,SAS vs. PHI,W,92,9,SAS,PHI
0021500145,2015-11-15,NYK vs. NOP,W,95,8,NYK,NOP
0021500147,2015-11-15,CHA vs. POR,W,106,12,CHA,POR
0021500151,2015-11-15,LAL vs. DET,W,97,12,LAL,DET
0021500146,2015-11-15,MIN vs. MEM,L,106,-8,MIN,MEM
0021500148,2015-11-15,ATL vs. UTA,L,96,-1,ATL,UTA
0021500149,2015-11-15,OKC vs. BOS,L,85,-15,OKC,BOS
0021500150,2015-11-15,SAC vs. TOR,W,107,6,SAC,TOR
0021500155,2015-11-16,MEM vs. OKC,W,122,8,MEM,OKC
0021500154,2015-11-16,HOU vs. BOS,L,95,-16,HOU,BOS
0021500153,2015-11-16,CHI vs. IND,W,96,1,CHI,IND
0021500157,2015-11-16,PHX vs. LAL,W,120,19,PHX,LAL
0021500152,2015-11-16,PHI vs. DAL,L,86,-6,PHI,DAL
0021500156,2015-11-16,SAS vs. POR,W,93,13,SAS,POR
0021500161,2015-11-17,MIA vs. MIN,L,91,-12,MIA,MIN
0021500163,2015-11-17,NOP vs. DEN,L,98,-17,NOP,DEN
0021500158,2015-11-17,WAS vs. MIL,W,115,29,WAS,MIL
0021500159,2015-11-17,BKN vs. ATL,W,90,2,BKN,ATL
0021500164,2015-11-17,GSW vs. TOR,W,115,5,GSW,TOR
0021500160,2015-11-17,DET vs. CLE,W,104,5,DET,CLE
0021500162,2015-11-17,NYK vs. CHA,W,102,8,NYK,CHA
0021500173,2015-11-18,UTA vs. TOR,W,93,4,UTA,TOR
0021500168,2015-11-18,BOS vs. DAL,L,102,-4,BOS,DAL
0021500170,2015-11-18,HOU vs. POR,W,108,5,HOU,POR
0021500171,2015-11-18,OKC vs. NOP,W,110,7,OKC,NOP
0021500169,2015-11-18,ATL vs. SAC,W,103,6,ATL,SAC
0021500166,2015-11-18,ORL vs. MIN,W,104,3,ORL,MIN
0021500165,2015-11-18,CHA vs. BKN,W,116,5,CHA,BKN
0021500174,2015-11-18,PHX vs. CHI,L,97,-6,PHX,CHI
0021500172,2015-11-18,SAS vs. DEN,W,109,11,SAS,DEN
0021500167,2015-11-18,PHI vs. IND,L,85,-27,PHI,IND
0021500177,2015-11-19,LAC vs. GSW,L,117,-7,LAC,GSW
0021500176,2015-11-19,CLE vs. MIL,W,115,15,CLE,MIL
0021500175,2015-11-19,MIA vs. SAC,W,116,7,MIA,SAC
0021500178,2015-11-20,CHA vs. PHI,W,113,25,CHA,PHI
0021500181,2015-11-20,MIN vs. DET,L,86,-10,MIN,DET
0021500187,2015-11-20,GSW vs. CHI,W,106,12,GSW,CHI
0021500180,2015-11-20,MEM vs. HOU,W,96,12,MEM,HOU
0021500179,2015-11-20,BOS vs. BKN,W,120,25,BOS,BKN
0021500183,2015-11-20,OKC vs. NYK,L,90,-3,OKC,NYK
0021500185,2015-11-20,DEN vs. PHX,L,107,-7,DEN,PHX
0021500188,2015-11-20,LAL vs. TOR,L,91,-11,LAL,TOR
0021500186,2015-11-20,POR vs. LAC,W,102,11,POR,LAC
0021500182,2015-11-20,NOP vs. SAS,W,104,14,NOP,SAS
0021500184,2015-11-20,DAL vs. UTA,W,102,9,DAL,UTA
0021500191,2015-11-21,CLE vs. ATL,W,109,12,CLE,ATL
0021500193,2015-11-21,MIA vs. PHI,W,96,5,MIA,PHI
0021500190,2015-11-21,IND vs. MIL,W,123,37,IND,MIL
0021500194,2015-11-21,HOU vs. NYK,L,102,-5,HOU,NYK
0021500192,2015-11-21,DET vs. WAS,L,95,-2,DET,WAS
0021500195,2015-11-21,SAS vs. MEM,W,92,10,SAS,MEM
0021500189,2015-11-21,ORL vs. SAC,L,91,-6,ORL,SAC
0021500200,2015-11-22,DEN vs. GSW,L,105,-13,DEN,GSW
0021500198,2015-11-22,NOP vs. PHX,W,122,6,NOP,PHX
0021500199,2015-11-22,OKC vs. DAL,W,117,3,OKC,DAL
0021500196,2015-11-22,LAC vs. TOR,L,80,-11,LAC,TOR
0021500201,2015-11-22,LAL vs. POR,L,93,-14,LAL,POR
0021500197,2015-11-22,BKN vs. BOS,W,111,10,BKN,BOS
0021500202,2015-11-23,CHA vs. SAC,W,127,5,CHA,SAC
0021500208,2015-11-23,UTA vs. OKC,L,89,-22,UTA,OKC
0021500205,2015-11-23,MIL vs. DET,W,109,21,MIL,DET
0021500206,2015-11-23,MIN vs. PHI,W,100,5,MIN,PHI
0021500207,2015-11-23,SAS vs. PHX,W,98,14,SAS,PHX
0021500204,2015-11-23,MIA vs. NYK,W,95,17,MIA,NYK
0021500203,2015-11-23,CLE vs. ORL,W,117,14,CLE,ORL
0021500211,2015-11-24,MEM vs. DAL,W,110,14,MEM,DAL
0021500213,2015-11-24,POR vs. CHI,L,88,-5,POR,CHI
0021500210,2015-11-24,ATL vs. BOS,W,121,24,ATL,BOS
0021500214,2015-11-24,GSW vs. LAL,W,111,34,GSW,LAL
0021500212,2015-11-24,DEN vs. LAC,L,94,-17,DEN,LAC
0021500209,2015-11-24,WAS vs. IND,L,106,-17,WAS,IND
0021500217,2015-11-25,BOS vs. PHI,W,84,4,BOS,PHI
0021500216,2015-11-25,ORL vs. NYK,W,100,9,ORL,NYK
0021500226,2015-11-25,LAC vs. UTA,L,91,-11,LAC,UTA
0021500218,2015-11-25,DET vs. MIA,W,104,23,DET,MIA
0021500215,2015-11-25,CHA vs. WAS,W,101,14,CHA,WAS
0021500225,2015-11-25,PHX vs. NOP,L,114,-6,PHX,NOP
0021500219,2015-11-25,TOR vs. CLE,W,103,4,TOR,CLE
0021500224,2015-11-25,SAS vs. DAL,W,88,5,SAS,DAL
0021500221,2015-11-25,MIL vs. SAC,L,118,-11,MIL,SAC
0021500220,2015-11-25,HOU vs. MEM,L,93,-9,HOU,MEM
0021500222,2015-11-25,MIN vs. ATL,W,99,4,MIN,ATL
0021500223,2015-11-25,OKC vs. BKN,W,110,11,OKC,BKN
0021500233,2015-11-27,MEM vs. ATL,L,101,-15,MEM,ATL
0021500236,2015-11-27,PHX vs. GSW,L,116,-19,PHX,GSW
0021500228,2015-11-27,ORL vs. MIL,W,114,24,ORL,MIL
0021500234,2015-11-27,OKC vs. DET,W,103,16,OKC,DET
0021500235,2015-11-27,DEN vs. SAS,L,80,-11,DEN,SAS
0021500237,2015-11-27,SAC vs. MIN,L,91,-10,SAC,MIN
0021500232,2015-11-27,HOU vs. PHI,W,116,2,HOU,PHI
0021500231,2015-11-27,IND vs. CHI,W,104,12,IND,CHI
0021500238,2015-11-27,LAC vs. NOP,W,111,21,LAC,NOP
0021500230,2015-11-27,NYK vs. MIA,L,78,-19,NYK,MIA
0021500229,2015-11-27,BOS vs. WAS,W,111,33,BOS,WAS
0021500227,2015-11-27,CHA vs. CLE,L,90,-5,CHA,CLE
0021500243,2015-11-28,UTA vs. NOP,W,101,14,UTA,NOP
0021500245,2015-11-28,GSW vs. SAC,W,120,19,GSW,SAC
0021500240,2015-11-28,CLE vs. BKN,W,90,2,CLE,BKN
0021500242,2015-11-28,SAS vs. ATL,W,108,20,SAS,ATL
0021500244,2015-11-28,POR vs. LAL,W,108,12,POR,LAL
0021500241,2015-11-28,DAL vs. DEN,W,92,11,DAL,DEN
0021500239,2015-11-28,WAS vs. TOR,L,82,-2,WAS,TOR
0021500253,2015-11-29,LAL vs. IND,L,103,-4,LAL,IND
0021500249,2015-11-29,ORL vs. BOS,W,110,19,ORL,BOS
0021500248,2015-11-29,BKN vs. DET,W,87,4,BKN,DET
0021500250,2015-11-29,TOR vs. PHX,L,102,-5,TOR,PHX
0021500252,2015-11-29,NYK vs. HOU,L,111,-5,NYK,HOU
0021500246,2015-11-29,CHA vs. MIL,W,87,5,CHA,MIL
0021500247,2015-11-29,LAC vs. MIN,W,107,8,LAC,MIN
0021500251,2015-11-29,MEM vs. PHI,W,92,8,MEM,PHI
0021500256,2015-11-30,ATL vs. OKC,W,106,6,ATL,OKC
0021500257,2015-11-30,CHI vs. SAS,W,92,3,CHI,SAS
0021500261,2015-11-30,LAC vs. POR,W,102,15,LAC,POR
0021500259,2015-11-30,UTA vs. GSW,L,103,-3,UTA,GSW
0021500254,2015-11-30,DET vs. HOU,W,116,11,DET,HOU
0021500260,2015-11-30,SAC vs. DAL,W,112,14,SAC,DAL
0021500255,2015-11-30,MIA vs. BOS,L,95,-10,MIA,BOS
0021500258,2015-11-30,MIL vs. DEN,W,92,18,MIL,DEN
0021500267,2015-12-01,POR vs. DAL,L,112,-3,POR,DAL
0021500263,2015-12-01,PHI vs. LAL,W,103,12,PHI,LAL
0021500266,2015-12-01,NOP vs. MEM,L,104,-9,NOP,MEM
0021500265,2015-12-01,MIN vs. ORL,L,93,-3,MIN,ORL
0021500264,2015-12-01,BKN vs. PHX,W,94,3,BKN,PHX
0021500262,2015-12-01,CLE vs. WAS,L,85,-12,CLE,WAS
0021500272,2015-12-02,ATL vs. TOR,L,86,-10,ATL,TOR
0021500268,2015-12-02,CHA vs. GSW,L,99,-17,CHA,GSW
0021500274,2015-12-02,HOU vs. NOP,W,108,7,HOU,NOP
0021500276,2015-12-02,LAC vs. IND,L,91,-12,LAC,IND
0021500273,2015-12-02,CHI vs. DEN,W,99,9,CHI,DEN
0021500275,2015-12-02,SAS vs. MIL,W,95,25,SAS,MIL
0021500270,2015-12-02,DET vs. PHX,W,127,5,DET,PHX
0021500269,2015-12-02,WAS vs. LAL,L,104,-4,WAS,LAL
0021500271,2015-12-02,NYK vs. PHI,W,99,12,NYK,PHI
0021500279,2015-12-03,UTA vs. ORL,L,94,-9,UTA,ORL
0021500278,2015-12-03,TOR vs. DEN,L,105,-1,TOR,DEN
0021500280,2015-12-03,MEM vs. SAS,L,83,-20,MEM,SAS
0021500277,2015-12-03,MIA vs. OKC,W,97,2,MIA,OKC
0021500281,2015-12-03,POR vs. IND,W,123,12,POR,IND
0021500282,2015-12-03,SAC vs. BOS,L,97,-17,SAC,BOS
0021500287,2015-12-04,DAL vs. HOU,L,96,-4,DAL,HOU
0021500286,2015-12-04,ATL vs. LAL,W,100,13,ATL,LAL
0021500288,2015-12-04,NOP vs. CLE,W,114,6,NOP,CLE
0021500283,2015-12-04,NYK vs. BKN,W,108,17,NYK,BKN
0021500284,2015-12-04,WAS vs. PHX,W,109,3,WAS,PHX
0021500285,2015-12-04,DET vs. MIL,W,102,7,DET,MIL
0021500295,2015-12-05,MIL vs. NYK,W,106,15,MIL,NYK
0021500293,2015-12-05,HOU vs. SAC,W,120,7,HOU,SAC
0021500298,2015-12-05,LAC vs. ORL,W,103,2,LAC,ORL
0021500289,2015-12-05,PHI vs. DEN,L,105,-3,PHI,DEN
0021500292,2015-12-05,CHI vs. CHA,L,96,-6,CHI,CHA
0021500296,2015-12-05,SAS vs. BOS,W,108,3,SAS,BOS
0021500291,2015-12-05,MIA vs. CLE,W,99,15,MIA,CLE
0021500294,2015-12-05,MIN vs. POR,L,103,-6,MIN,POR
0021500290,2015-12-05,TOR vs. GSW,L,109,-3,TOR,GSW
0021500297,2015-12-05,UTA vs. IND,W,122,3,UTA,IND
0021500300,2015-12-06,BKN vs. GSW,L,98,-16,BKN,GSW
0021500299,2015-12-06,MEM vs. PHX,W,95,2,MEM,PHX
0021500303,2015-12-06,OKC vs. SAC,W,98,3,OKC,SAC
0021500302,2015-12-06,WAS vs. DAL,L,104,-12,WAS,DAL
0021500301,2015-12-06,DET vs. LAL,W,111,20,DET,LAL
0021500312,2015-12-07,NOP vs. BOS,L,93,-18,NOP,BOS
0021500306,2015-12-07,MIA vs. WAS,L,103,-11,MIA,WAS
0021500311,2015-12-07,MIN vs. LAC,L,106,-4,MIN,LAC
0021500305,2015-12-07,PHI vs. SAS,L,68,-51,PHI,SAS
0021500308,2015-12-07,TOR vs. LAL,W,102,9,TOR,LAL
0021500307,2015-12-07,NYK vs. DAL,L,97,-7,NYK,DAL
0021500304,2015-12-07,CHA vs. DET,W,104,20,CHA,DET
0021500310,2015-12-07,MIL vs. POR,W,90,2,MIL,POR
0021500309,2015-12-07,CHI vs. PHX,L,101,-2,CHI,PHX
0021500317,2015-12-08,DEN vs. ORL,L,74,-11,DEN,ORL
0021500314,2015-12-08,IND vs. GSW,L,123,-8,IND,GSW
0021500315,2015-12-08,BKN vs. HOU,W,110,5,BKN,HOU
0021500316,2015-12-08,MEM vs. OKC,L,88,-37,MEM,OKC
0021500318,2015-12-08,SAC vs. UTA,W,114,8,SAC,UTA
0021500313,2015-12-08,CLE vs. POR,W,105,5,CLE,POR
0021500320,2015-12-09,CHA vs. MIA,W,99,18,CHA,MIA
0021500323,2015-12-09,TOR vs. SAS,W,97,3,TOR,SAS
0021500322,2015-12-09,DET vs. MEM,L,92,-1,DET,MEM
0021500326,2015-12-09,PHX vs. ORL,W,107,3,PHX,ORL
0021500321,2015-12-09,WAS vs. HOU,L,103,-6,WAS,HOU
0021500325,2015-12-09,MIN vs. LAL,W,123,1,MIN,LAL
0021500327,2015-12-09,UTA vs. NYK,W,106,21,UTA,NYK
0021500319,2015-12-09,BOS vs. CHI,W,105,5,BOS,CHI
0021500324,2015-12-09,MIL vs. LAC,L,95,-14,MIL,LAC
0021500328,2015-12-09,DAL vs. ATL,L,95,-3,DAL,ATL
0021500331,2015-12-10,OKC vs. ATL,W,107,13,OKC,ATL
0021500330,2015-12-10,CHI vs. LAC,W,83,3,CHI,LAC
0021500332,2015-12-10,SAC vs. NYK,W,99,2,SAC,NYK
0021500329,2015-12-10,BKN vs. PHI,W,100,9,BKN,PHI
0021500334,2015-12-11,ORL vs. CLE,L,76,-35,ORL,CLE
0021500340,2015-12-11,DEN vs. MIN,W,111,3,DEN,MIN
0021500333,2015-12-11,IND vs. MIA,W,96,13,IND,MIA
0021500339,2015-12-11,NOP vs. WAS,W,107,2,NOP,WAS
0021500338,2015-12-11,MEM vs. CHA,L,99,-24,MEM,CHA
0021500336,2015-12-11,BOS vs. GSW,L,119,-5,BOS,GSW
0021500337,2015-12-11,TOR vs. MIL,W,90,7,TOR,MIL
0021500343,2015-12-11,PHX vs. POR,L,96,-10,PHX,POR
0021500335,2015-12-11,PHI vs. DET,L,95,-12,PHI,DET
0021500342,2015-12-11,SAS vs. LAL,W,109,22,SAS,LAL
0021500341,2015-12-11,UTA vs. OKC,L,90,-4,UTA,OKC
0021500348,2015-12-12,CHI vs. NOP,W,98,4,CHI,NOP
0021500351,2015-12-12,MIL vs. GSW,W,108,13,MIL,GSW
0021500346,2015-12-12,DET vs. IND,W,118,22,DET,IND
0021500352,2015-12-12,POR vs. NYK,L,110,-2,POR,NYK
0021500350,2015-12-12,DAL vs. WAS,L,111,-3,DAL,WAS
0021500349,2015-12-12,HOU vs. LAL,W,126,29,HOU,LAL
0021500344,2015-12-12,BKN vs. LAC,L,100,-5,BKN,LAC
0021500347,2015-12-12,ATL vs. SAS,L,78,-25,ATL,SAS
0021500345,2015-12-12,CHA vs. BOS,L,93,-5,CHA,BOS
0021500355,2015-12-13,TOR vs. PHI,W,96,20,TOR,PHI
0021500356,2015-12-13,OKC vs. UTA,W,104,6,OKC,UTA
0021500353,2015-12-13,PHX vs. MIN,W,108,7,PHX,MIN
0021500354,2015-12-13,MIA vs. MEM,W,100,3,MIA,MEM
0021500363,2015-12-14,DAL vs. PHX,W,104,10,DAL,PHX
0021500365,2015-12-14,DEN vs. HOU,W,114,6,DEN,HOU
0021500360,2015-12-14,ATL vs. MIA,L,88,-12,ATL,MIA
0021500366,2015-12-14,POR vs. NOP,W,105,4,POR,NOP
0021500362,2015-12-14,MEM vs. WAS,W,112,17,MEM,WAS
0021500357,2015-12-14,IND vs. TOR,W,106,16,IND,TOR
0021500364,2015-12-14,SAS vs. UTA,W,118,37,SAS,UTA
0021500358,2015-12-14,BKN vs. ORL,L,82,-23,BKN,ORL
0021500361,2015-12-14,CHI vs. PHI,W,115,19,CHI,PHI
0021500359,2015-12-14,DET vs. LAC,L,103,-2,DET,LAC
0021500369,2015-12-15,SAC vs. HOU,W,107,10,SAC,HOU
0021500367,2015-12-15,BOS vs. CLE,L,77,-12,BOS,CLE
0021500368,2015-12-15,MIN vs. DEN,L,100,-12,MIN,DEN
0021500370,2015-12-15,LAL vs. MIL,W,113,18,LAL,MIL
0021500377,2015-12-16,CHI vs. MEM,W,98,13,CHI,MEM
0021500373,2015-12-16,BKN vs. MIA,L,98,-6,BKN,MIA
0021500372,2015-12-16,ORL vs. CHA,W,113,15,ORL,CHA
0021500382,2015-12-16,LAC vs. MIL,W,103,13,LAC,MIL
0021500379,2015-12-16,SAS vs. WAS,W,114,19,SAS,WAS
0021500381,2015-12-16,GSW vs. PHX,W,128,25,GSW,PHX
0021500374,2015-12-16,DET vs. BOS,W,119,3,DET,BOS
0021500378,2015-12-16,OKC vs. POR,W,106,16,OKC,POR
0021500375,2015-12-16,NYK vs. MIN,W,107,5,NYK,MIN
0021500380,2015-12-16,UTA vs. NOP,L,94,-10,UTA,NOP
0021500371,2015-12-16,IND vs. DAL,W,107,26,IND,DAL
0021500376,2015-12-16,ATL vs. PHI,W,127,21,ATL,PHI
0021500385,2015-12-17,LAL vs. HOU,L,87,-20,LAL,HOU
0021500383,2015-12-17,CHA vs. TOR,W,109,10,CHA,TOR
0021500384,2015-12-17,CLE vs. OKC,W,104,4,CLE,OKC
0021500395,2015-12-18,UTA vs. DEN,W,97,9,UTA,DEN
